 no_of_dependents, education, self_employed, income_annum, loan_amount, loan_term, cibil_score, loan_status,Gender,Age
0, Graduate, No,4200000,10300000,10,506, Rejected,Female,45
3, Graduate, No,9600000,37800000,10,418, Rejected,Female,46
3, Graduate, No,5600000,13400000,6,865, Approved,Female,20
4, Graduate, No,7800000,28600000,2,703, Approved,Male,22
2, Graduate, Yes,4500000,12600000,2,568, Approved,Male,20
3, Graduate, No,2400000,5900000,2,425, Rejected,Male,23
0, Not Graduate, No,3900000,11300000,12,305, Rejected,Female,42
5, Graduate, Yes,9600000,20600000,6,456, Rejected,Female,50
4, Not Graduate, No,900000,2600000,2,602, Approved,Male,62
3, Graduate, Yes,1100000,3800000,20,814, Approved,Female,64
4, Not Graduate, No,6400000,24900000,2,640, Approved,Female,27
2, Graduate, No,4600000,15000000,4,817, Approved,Female,20
4, Graduate, No,7600000,29800000,20,361, Rejected,Male,30
5, Not Graduate, No,6800000,20100000,14,839, Approved,Female,24
5, Graduate, No,7100000,27000000,20,592, Approved,Female,35
4, Not Graduate, Yes,6700000,24700000,6,498, Rejected,Male,80
5, Not Graduate, Yes,5800000,12400000,6,847, Approved,Male,24
0, Graduate, Yes,8600000,29400000,16,643, Approved,Female,27
0, Graduate, Yes,3500000,10600000,4,389, Approved,Female,24
2, Graduate, Yes,4800000,17500000,20,381, Rejected,Female,34
5, Graduate, Yes,6100000,14400000,16,400, Rejected,Female,44
5, Graduate, Yes,5200000,12700000,16,718, Approved,Female,62
5, Not Graduate, Yes,4100000,12400000,8,309, Rejected,Female,38
5, Not Graduate, No,3200000,7400000,2,838, Approved,Male,27
3, Not Graduate, Yes,7500000,21600000,14,678, Approved,Female,44
2, Not Graduate, Yes,1500000,4500000,14,826, Approved,Female,60
4, Graduate, Yes,1200000,3100000,16,348, Rejected,Female,39
1, Graduate, Yes,8400000,19700000,6,476, Rejected,Male,42
0, Not Graduate, Yes,7900000,26300000,8,666, Approved,Female,31
1, Graduate, Yes,2100000,4300000,20,896, Approved,Male,77
2, Graduate, No,2500000,7000000,20,547, Rejected,Female,80
2, Not Graduate, Yes,3700000,13900000,2,405, Approved,Female,49
5, Graduate, No,1100000,4000000,16,498, Rejected,Male,61
5, Graduate, No,6500000,24800000,8,779, Approved,Female,34
0, Not Graduate, Yes,8200000,31500000,8,403, Rejected,Male,46
2, Not Graduate, No,5000000,12400000,8,709, Approved,Male,22
1, Not Graduate, No,1500000,6000000,6,507, Rejected,Male,32
5, Not Graduate, No,3700000,9100000,18,368, Rejected,Female,25
3, Graduate, Yes,4100000,14600000,16,760, Approved,Female,61
2, Not Graduate, No,7200000,16800000,6,796, Approved,Female,49
1, Graduate, No,2000000,5000000,6,876, Approved,Male,29
3, Not Graduate, No,2000000,4700000,14,673, Approved,Female,24
1, Graduate, Yes,5100000,11500000,4,747, Approved,Male,24
1, Not Graduate, No,6000000,13600000,12,589, Approved,Female,24
1, Graduate, No,4900000,18100000,8,382, Rejected,Female,27
3, Not Graduate, Yes,900000,2300000,12,900, Approved,Male,62
1, Graduate, Yes,7500000,25000000,18,628, Approved,Male,44
2, Graduate, No,6400000,25000000,12,667, Approved,Male,55
2, Graduate, Yes,8700000,26400000,2,778, Approved,Female,39
4, Graduate, Yes,7300000,17200000,18,831, Approved,Male,41
5, Graduate, No,7400000,27100000,4,320, Approved,Male,59
2, Graduate, No,2700000,9300000,16,656, Approved,Male,35
3, Graduate, No,3400000,8900000,6,896, Approved,Male,28
3, Not Graduate, Yes,2100000,7400000,4,320, Approved,Male,37
2, Not Graduate, No,3100000,10500000,10,751, Approved,Female,41
5, Not Graduate, No,4700000,17400000,2,523, Approved,Male,43
5, Graduate, No,3100000,10500000,6,584, Approved,Female,27
2, Not Graduate, No,5700000,20400000,2,630, Approved,Male,63
3, Graduate, Yes,2300000,8000000,14,472, Rejected,Male,28
0, Not Graduate, Yes,6600000,18500000,16,802, Approved,Female,71
2, Graduate, Yes,2700000,6400000,18,547, Rejected,Female,32
1, Not Graduate, Yes,800000,2800000,16,726, Approved,Male,38
1, Graduate, No,6600000,18500000,8,712, Approved,Male,39
3, Graduate, No,3900000,10700000,6,790, Approved,Male,80
5, Not Graduate, No,200000,600000,16,396, Rejected,Female,37
3, Graduate, No,2000000,4200000,6,831, Approved,Female,57
2, Graduate, Yes,9100000,20900000,20,632, Approved,Male,53
3, Graduate, No,4700000,10800000,8,527, Rejected,Male,62
3, Not Graduate, Yes,3200000,11100000,6,708, Approved,Female,28
2, Not Graduate, No,1700000,4200000,14,829, Approved,Female,35
1, Not Graduate, No,2600000,8100000,12,854, Approved,Male,36
3, Not Graduate, Yes,2700000,6700000,14,899, Approved,Female,38
0, Not Graduate, Yes,3600000,13400000,6,589, Approved,Female,26
4, Graduate, Yes,7200000,26000000,6,571, Approved,Male,42
2, Not Graduate, Yes,2500000,6400000,6,708, Approved,Female,63
2, Not Graduate, No,5500000,19600000,16,328, Rejected,Female,35
3, Graduate, Yes,9200000,33500000,8,564, Approved,Male,65
3, Not Graduate, No,9000000,19000000,8,693, Approved,Female,67
4, Not Graduate, Yes,5900000,15000000,14,626, Approved,Male,40
4, Graduate, No,5600000,15600000,12,470, Rejected,Male,65
2, Not Graduate, Yes,3200000,12500000,8,849, Approved,Male,21
5, Not Graduate, No,9100000,27800000,16,547, Rejected,Male,48
0, Not Graduate, Yes,4600000,15100000,2,417, Approved,Male,30
4, Graduate, No,7300000,14900000,2,358, Rejected,Male,52
5, Not Graduate, Yes,1300000,3100000,16,826, Approved,Male,22
0, Not Graduate, No,1800000,4200000,6,836, Approved,Female,52
3, Graduate, No,500000,1700000,10,509, Rejected,Male,39
2, Not Graduate, Yes,5700000,20500000,20,581, Approved,Female,25
4, Graduate, No,300000,1100000,4,359, Approved,Male,27
5, Graduate, Yes,2100000,7100000,10,517, Rejected,Male,22
1, Not Graduate, Yes,5700000,20100000,14,442, Rejected,Female,45
1, Not Graduate, Yes,1100000,2700000,16,346, Rejected,Female,20
5, Graduate, No,9300000,34000000,6,742, Approved,Male,45
1, Graduate, Yes,3500000,8100000,10,626, Approved,Male,21
0, Not Graduate, Yes,8200000,28800000,4,619, Approved,Female,68
2, Not Graduate, Yes,7500000,17900000,20,734, Approved,Male,42
1, Graduate, Yes,7000000,25600000,6,420, Rejected,Female,66
5, Not Graduate, Yes,3900000,8300000,18,600, Approved,Male,20
3, Graduate, Yes,4700000,13200000,12,440, Rejected,Female,22
5, Not Graduate, Yes,1700000,5200000,16,820, Approved,Male,39
0, Graduate, No,2500000,7800000,8,437, Rejected,Female,42
1, Not Graduate, Yes,400000,1400000,12,468, Rejected,Female,44
0, Not Graduate, Yes,2400000,9100000,8,368, Rejected,Male,36
4, Graduate, No,5700000,21900000,2,871, Approved,Female,29
1, Graduate, No,9800000,37900000,4,816, Approved,Female,28
5, Graduate, No,9000000,32800000,4,773, Approved,Female,26
3, Not Graduate, No,800000,3000000,14,576, Approved,Male,48
1, Graduate, No,1600000,4500000,14,673, Approved,Female,27
0, Graduate, Yes,9800000,34100000,20,760, Approved,Male,42
5, Not Graduate, Yes,2900000,7500000,12,678, Approved,Male,69
4, Not Graduate, Yes,3900000,12000000,14,893, Approved,Male,24
0, Graduate, Yes,3300000,9000000,18,754, Approved,Female,25
3, Graduate, Yes,700000,2200000,8,617, Approved,Female,27
3, Not Graduate, Yes,8400000,29500000,20,661, Approved,Male,29
1, Graduate, Yes,4000000,12100000,12,356, Rejected,Male,26
0, Not Graduate, Yes,1900000,6300000,16,811, Approved,Male,23
0, Not Graduate, No,3900000,14600000,2,730, Approved,Female,20
5, Not Graduate, No,7400000,18000000,2,792, Approved,Female,50
5, Not Graduate, Yes,5900000,16000000,6,798, Approved,Female,50
2, Not Graduate, No,1400000,2900000,12,490, Rejected,Male,31
2, Graduate, Yes,1800000,5500000,6,448, Rejected,Female,47
0, Graduate, Yes,1000000,3100000,6,525, Rejected,Male,26
1, Graduate, No,7400000,19200000,20,415, Rejected,Female,80
5, Graduate, No,2700000,10600000,16,496, Rejected,Male,54
1, Not Graduate, Yes,3600000,13100000,8,543, Rejected,Male,61
5, Graduate, No,7000000,18400000,12,520, Rejected,Male,23
4, Not Graduate, Yes,5000000,18000000,14,307, Rejected,Female,40
2, Graduate, No,1800000,5700000,14,502, Rejected,Female,52
2, Graduate, Yes,4700000,12000000,6,505, Rejected,Female,56
2, Not Graduate, Yes,6700000,23100000,4,304, Approved,Male,42
5, Not Graduate, No,5800000,17500000,10,719, Approved,Female,38
0, Graduate, Yes,5900000,22700000,18,855, Approved,Male,37
4, Not Graduate, No,6000000,15800000,18,593, Approved,Male,31
1, Not Graduate, Yes,700000,1400000,10,523, Rejected,Female,21
0, Not Graduate, Yes,3700000,13100000,14,385, Rejected,Male,22
0, Graduate, Yes,7100000,19300000,6,783, Approved,Male,34
5, Graduate, Yes,1100000,3900000,2,538, Approved,Female,34
3, Not Graduate, Yes,9500000,20100000,2,506, Rejected,Male,21
4, Not Graduate, Yes,2200000,8600000,2,461, Approved,Male,24
4, Not Graduate, Yes,5500000,20000000,8,666, Approved,Female,64
3, Not Graduate, Yes,4400000,16300000,20,561, Approved,Male,24
5, Not Graduate, No,5000000,10800000,10,345, Rejected,Male,30
4, Not Graduate, Yes,6100000,12500000,14,862, Approved,Male,67
3, Not Graduate, No,8100000,22300000,10,686, Approved,Male,22
4, Graduate, Yes,7000000,19600000,8,708, Approved,Female,42
4, Not Graduate, No,5600000,14800000,20,656, Approved,Male,52
4, Graduate, No,1800000,7000000,14,743, Approved,Male,25
2, Graduate, No,3600000,12100000,14,408, Rejected,Female,41
5, Graduate, No,600000,1300000,14,408, Rejected,Male,63
1, Graduate, Yes,4900000,16500000,12,439, Rejected,Male,78
3, Graduate, Yes,3000000,7100000,6,415, Rejected,Female,25
0, Not Graduate, Yes,3800000,10600000,12,490, Rejected,Female,47
1, Graduate, Yes,7600000,30000000,16,884, Approved,Male,66
4, Graduate, No,7800000,25400000,18,425, Rejected,Male,60
0, Graduate, No,6800000,21700000,20,730, Approved,Male,51
4, Graduate, Yes,5900000,17300000,20,657, Approved,Male,36
2, Not Graduate, No,4900000,16800000,10,480, Rejected,Female,24
3, Not Graduate, Yes,1100000,3100000,16,356, Rejected,Female,38
1, Not Graduate, Yes,9800000,36000000,12,629, Approved,Female,42
1, Graduate, Yes,1200000,4700000,2,667, Approved,Male,23
0, Not Graduate, No,4700000,11500000,18,559, Approved,Male,59
4, Graduate, No,6700000,16000000,4,791, Approved,Male,39
0, Not Graduate, Yes,3700000,11300000,6,538, Rejected,Male,41
2, Graduate, No,7400000,16000000,20,358, Rejected,Female,36
2, Not Graduate, No,3300000,11700000,14,439, Rejected,Female,26
2, Graduate, Yes,4800000,15300000,12,503, Rejected,Male,30
4, Graduate, Yes,4600000,11900000,6,810, Approved,Female,32
1, Graduate, Yes,8000000,30600000,14,302, Rejected,Male,66
0, Not Graduate, No,4100000,8800000,18,300, Rejected,Male,51
4, Not Graduate, No,2600000,7200000,16,612, Approved,Female,44
3, Not Graduate, No,1300000,5000000,6,686, Approved,Female,49
0, Graduate, Yes,2300000,4900000,12,409, Rejected,Female,34
5, Graduate, No,300000,900000,6,492, Rejected,Female,22
0, Graduate, Yes,7000000,21700000,20,498, Rejected,Male,25
3, Not Graduate, Yes,4400000,10900000,18,611, Approved,Male,74
5, Not Graduate, Yes,5100000,11800000,6,776, Approved,Male,33
1, Not Graduate, No,5900000,13000000,6,779, Approved,Male,43
3, Graduate, Yes,7800000,27200000,16,560, Approved,Female,23
4, Graduate, Yes,2200000,5100000,6,308, Rejected,Female,29
4, Not Graduate, No,5400000,12600000,18,786, Approved,Female,34
1, Not Graduate, No,7400000,29100000,8,597, Approved,Female,36
4, Graduate, No,5800000,12000000,12,811, Approved,Female,56
1, Graduate, Yes,5800000,13000000,12,862, Approved,Female,23
3, Not Graduate, Yes,4800000,14200000,12,369, Rejected,Female,41
1, Not Graduate, Yes,7400000,23900000,4,687, Approved,Male,27
0, Not Graduate, Yes,9600000,19600000,12,500, Rejected,Female,31
2, Not Graduate, Yes,200000,500000,6,746, Approved,Female,62
4, Not Graduate, No,700000,2100000,14,619, Approved,Female,53
2, Not Graduate, No,7600000,16700000,20,692, Approved,Male,22
1, Not Graduate, Yes,1400000,3300000,18,321, Rejected,Female,37
2, Not Graduate, Yes,3800000,15000000,14,730, Approved,Female,22
3, Not Graduate, No,2700000,10800000,6,480, Rejected,Male,46
2, Not Graduate, Yes,5000000,10700000,2,753, Approved,Female,27
4, Graduate, Yes,9000000,28900000,6,637, Approved,Male,30
3, Graduate, No,3700000,9000000,6,483, Rejected,Male,20
4, Not Graduate, Yes,300000,1100000,4,315, Approved,Male,54
4, Graduate, No,1800000,4100000,8,777, Approved,Female,54
2, Graduate, No,7900000,17700000,4,402, Rejected,Male,75
4, Graduate, Yes,2100000,7700000,8,493, Rejected,Female,21
0, Graduate, Yes,900000,3100000,4,355, Approved,Female,38
3, Graduate, No,9900000,23600000,18,557, Approved,Male,58
0, Not Graduate, Yes,5600000,20000000,20,606, Approved,Male,73
1, Not Graduate, Yes,6000000,12200000,16,743, Approved,Male,24
5, Not Graduate, No,5700000,18400000,4,579, Approved,Male,53
0, Graduate, Yes,9000000,33100000,20,734, Approved,Male,39
0, Graduate, No,7300000,16100000,2,490, Rejected,Male,36
5, Graduate, No,5300000,20500000,16,802, Approved,Female,27
1, Not Graduate, Yes,3500000,7400000,16,867, Approved,Male,49
0, Not Graduate, No,1000000,2200000,12,302, Rejected,Male,27
0, Not Graduate, No,5100000,19900000,12,867, Approved,Female,34
0, Graduate, Yes,2900000,9900000,8,312, Rejected,Male,37
3, Not Graduate, No,7600000,19100000,14,762, Approved,Male,30
5, Not Graduate, Yes,6000000,14700000,18,462, Rejected,Female,63
1, Graduate, No,6300000,18200000,18,849, Approved,Female,50
3, Not Graduate, No,1900000,7400000,18,592, Approved,Male,79
4, Graduate, No,600000,1400000,4,507, Rejected,Male,45
2, Not Graduate, Yes,4100000,11400000,14,505, Rejected,Male,29
0, Not Graduate, Yes,800000,3200000,8,467, Rejected,Female,20
2, Not Graduate, No,6600000,22900000,16,543, Rejected,Male,51
4, Graduate, Yes,300000,1100000,12,674, Approved,Male,49
3, Graduate, No,6100000,13500000,2,717, Approved,Male,60
5, Not Graduate, Yes,4800000,17000000,10,666, Approved,Male,42
4, Not Graduate, No,4500000,17300000,18,830, Approved,Female,42
2, Graduate, No,3800000,9400000,16,383, Rejected,Female,24
2, Graduate, Yes,7000000,18900000,8,584, Approved,Male,20
2, Not Graduate, No,4400000,14200000,18,799, Approved,Female,30
5, Graduate, No,5300000,19400000,6,510, Rejected,Female,41
0, Not Graduate, Yes,2600000,5900000,6,572, Approved,Female,20
3, Not Graduate, No,3300000,13100000,2,554, Approved,Male,75
1, Not Graduate, Yes,1200000,4800000,6,344, Rejected,Female,73
3, Graduate, No,4300000,8600000,8,881, Approved,Male,36
0, Not Graduate, Yes,8400000,27200000,10,514, Rejected,Male,30
0, Graduate, No,600000,1800000,18,796, Approved,Female,57
2, Graduate, Yes,4700000,16200000,12,802, Approved,Male,70
3, Graduate, No,4200000,12500000,20,375, Rejected,Male,50
2, Graduate, No,4300000,14700000,2,871, Approved,Female,24
0, Not Graduate, No,800000,2900000,2,439, Approved,Male,45
0, Not Graduate, Yes,9300000,32000000,8,438, Rejected,Female,32
5, Not Graduate, No,6200000,13700000,2,468, Rejected,Female,45
3, Graduate, Yes,3500000,10200000,12,645, Approved,Male,39
2, Graduate, Yes,3600000,9200000,18,700, Approved,Female,28
5, Graduate, Yes,9500000,36700000,16,348, Rejected,Male,73
5, Graduate, Yes,600000,1400000,10,877, Approved,Female,21
0, Not Graduate, Yes,3800000,14900000,6,899, Approved,Male,49
3, Graduate, Yes,1400000,3500000,12,610, Approved,Female,41
1, Not Graduate, No,6300000,23900000,4,742, Approved,Female,73
1, Not Graduate, Yes,2800000,6600000,18,801, Approved,Male,23
4, Graduate, Yes,5400000,17100000,2,533, Approved,Female,54
3, Not Graduate, Yes,6300000,23900000,16,656, Approved,Female,42
3, Graduate, Yes,3900000,14300000,18,785, Approved,Female,47
2, Graduate, Yes,4200000,15700000,2,332, Approved,Female,50
0, Graduate, No,3100000,8100000,18,768, Approved,Female,50
1, Graduate, No,3400000,8600000,6,640, Approved,Female,28
4, Not Graduate, No,1500000,3100000,6,885, Approved,Male,30
3, Not Graduate, Yes,900000,2000000,18,772, Approved,Female,51
4, Graduate, Yes,7800000,25600000,4,665, Approved,Male,20
1, Not Graduate, Yes,3500000,10500000,20,454, Rejected,Male,23
1, Not Graduate, No,8400000,32500000,14,698, Approved,Female,40
4, Not Graduate, Yes,6400000,21300000,20,332, Rejected,Female,28
1, Not Graduate, No,9600000,28300000,6,536, Rejected,Male,65
5, Not Graduate, Yes,2100000,6500000,10,796, Approved,Female,55
2, Not Graduate, Yes,6000000,19900000,8,486, Rejected,Male,36
0, Not Graduate, Yes,8300000,16800000,18,422, Rejected,Male,64
1, Not Graduate, Yes,5300000,18500000,6,501, Rejected,Male,24
1, Not Graduate, Yes,9700000,23500000,4,666, Approved,Male,56
3, Not Graduate, Yes,8200000,16500000,18,371, Rejected,Male,33
5, Graduate, No,3400000,6900000,14,312, Rejected,Female,38
5, Graduate, No,2800000,11000000,12,753, Approved,Male,26
0, Not Graduate, Yes,2400000,5200000,16,740, Approved,Male,23
1, Graduate, No,8200000,24000000,4,366, Rejected,Male,27
4, Not Graduate, No,4200000,11100000,8,526, Rejected,Male,20
4, Graduate, Yes,5500000,14800000,10,354, Rejected,Female,38
5, Not Graduate, Yes,2900000,6300000,6,719, Approved,Male,35
5, Not Graduate, No,6300000,20100000,12,774, Approved,Female,49
5, Not Graduate, Yes,9700000,29100000,18,732, Approved,Female,33
1, Not Graduate, No,6500000,16000000,6,862, Approved,Male,36
5, Not Graduate, No,4900000,10800000,18,613, Approved,Male,35
5, Graduate, Yes,6900000,16500000,6,447, Rejected,Male,51
4, Not Graduate, Yes,1100000,3000000,4,730, Approved,Female,33
2, Not Graduate, Yes,7800000,29600000,14,568, Approved,Female,32
2, Graduate, Yes,8200000,23600000,6,495, Rejected,Male,69
5, Not Graduate, Yes,6700000,23600000,14,854, Approved,Female,51
3, Graduate, Yes,7400000,15200000,10,548, Rejected,Male,24
1, Not Graduate, No,1200000,2700000,14,779, Approved,Female,24
0, Not Graduate, No,9500000,24800000,2,564, Approved,Female,25
5, Not Graduate, Yes,4000000,8200000,2,571, Approved,Female,26
0, Not Graduate, Yes,8600000,32600000,8,778, Approved,Female,54
4, Graduate, Yes,9100000,28400000,12,808, Approved,Female,35
0, Not Graduate, Yes,7100000,18600000,20,770, Approved,Male,25
0, Not Graduate, No,9000000,28400000,4,612, Approved,Male,31
3, Graduate, Yes,1400000,2700000,14,819, Approved,Male,64
1, Graduate, No,8800000,20200000,6,627, Approved,Male,24
3, Not Graduate, Yes,5400000,14700000,4,359, Rejected,Female,45
1, Graduate, No,6100000,19100000,6,341, Rejected,Male,51
1, Graduate, No,1000000,3600000,4,570, Approved,Male,42
3, Graduate, Yes,7700000,18100000,20,736, Approved,Female,37
1, Graduate, Yes,6100000,12900000,2,302, Rejected,Female,30
2, Not Graduate, Yes,7700000,21000000,12,420, Rejected,Male,25
4, Graduate, Yes,4700000,12000000,2,416, Rejected,Female,25
2, Graduate, Yes,9100000,34800000,20,836, Approved,Male,21
0, Graduate, Yes,5800000,12700000,12,528, Rejected,Male,42
4, Not Graduate, No,8500000,24900000,2,405, Rejected,Male,32
2, Graduate, Yes,9900000,33400000,14,783, Approved,Male,26
4, Not Graduate, Yes,2000000,4000000,10,636, Approved,Female,20
1, Not Graduate, Yes,5000000,16800000,6,711, Approved,Female,30
1, Graduate, Yes,3200000,11800000,16,848, Approved,Male,38
1, Not Graduate, Yes,8000000,27800000,8,804, Approved,Female,46
0, Not Graduate, Yes,1200000,2800000,14,892, Approved,Male,63
2, Not Graduate, Yes,5800000,22800000,14,696, Approved,Male,22
1, Graduate, No,2500000,7600000,20,888, Approved,Female,24
